id	antibody	specie	treatment	control_id	cell_id	experiment_type	tf_uniprot_id	algn_id	peaks_id	geo_gsm	geo_gse	encode
EXP000779	CTCF	Homo sapiens	NULL	NULL	566	unspecified	P49711	ALIGNS033165	PEAKS033204	GSE19622	GSM489297;GSM489298	NULL
EXP000903	FOXA2	Homo sapiens	NULL	EXP000904	879	unspecified	Q9Y261	ALIGNS033166	PEAKS033205	GSE25836	GSM634615;GSM634616;GSM634613;GSM634614	NULL
EXP000128	HA	Homo sapiens	NULL	EXP000129	290	unspecified	Q01543	ALIGNS033167	PEAKS033206	GSE31838	GSM790207	NULL
EXP000914	ab-11852	Homo sapiens	Treatment: BRG1 KD shLuc control	EXP000916	168	unspecified	P15976	ALIGNS034330	PEAKS033207	GSE26501	GSM651547	NULL
EXP000912	sc-12984	Homo sapiens	Treatment: BRG1 KD shLuc control	EXP000916	168	unspecified	P17542	ALIGNS034332	PEAKS033208	GSE26501	GSM651545	NULL
EXP000913	ab-11852	Homo sapiens	Treatment: BRG1 RNAi KD	EXP000917	168	unspecified	P15976	ALIGNS034333	PEAKS033209	GSE26501	GSM651546	NULL
EXP000910	07-729	Homo sapiens	Treatment: BRG1 RNAi KD	EXP000917	168	unspecified	P49711	ALIGNS034334	PEAKS033210	GSE26501	GSM651543	NULL
EXP000911	sc-12984	Homo sapiens	Treatment: BRG1 RNAi KD	EXP000917	168	unspecified	P17542	ALIGNS034335	PEAKS033211	GSE26501	GSM651544	NULL
EXP000071	anti p65	Homo sapiens	Treatment: DMSO	NULL	78	unspecified	Q04206	ALIGNS034336	PEAKS033212	GSE24518	GSM604656	NULL
EXP000070	anti p65	Homo sapiens	Treatment: TA+TNFα	NULL	78	unspecified	Q04206	ALIGNS034337	PEAKS033213	GSE24518	GSM604655	NULL
EXP000073	anti p65	Homo sapiens	Treatment: TNFα	NULL	78	unspecified	Q04206	ALIGNS034338	PEAKS033214	GSE24518	GSM604658	NULL
EXP000072	anti p65	Homo sapiens	Treatment: TA	NULL	78	unspecified	Q04206	ALIGNS034339	PEAKS033215	GSE24518	GSM604657	NULL
EXP000075	anti p65	Homo sapiens	Treatment: DMSO	NULL	78	unspecified	Q04206	ALIGNS034340	PEAKS033216	GSE24518	GSM604660	NULL
EXP000077	anti GR	Homo sapiens	Treatment: DMSO	NULL	78	unspecified	P04150	ALIGNS034341	PEAKS033217	GSE24518	GSM604662	NULL
EXP000076	anti p65	Homo sapiens	Treatment: TA+TNFα	NULL	78	unspecified	Q04206	ALIGNS034342	PEAKS033218	GSE24518	GSM604661	NULL
EXP000078	anti GR	Homo sapiens	Treatment: TA+TNFα	NULL	78	unspecified	P04150	ALIGNS034343	PEAKS033219	GSE24518	GSM604663	NULL
EXP000989	sc-764X	Homo sapiens	NULL	NULL	673	unspecified	P01106	ALIGNS034344	PEAKS033220	GSE30226	GSM748557	NULL
EXP000986	sc-764X	Homo sapiens	NULL	EXP000987	472	unspecified	P01106	ALIGNS034349	PEAKS033221	GSE30226	GSM748547	NULL
EXP000983	sc-764X	Homo sapiens	NULL	NULL	376	unspecified	P01106	ALIGNS034350	PEAKS033222	GSE30226	GSM748531	NULL
EXP000431	GABPA(Santa Cruz Biotechnology, cat# sc-22810, lot# B2009)	Homo sapiens	NULL	NULL	781	unspecified	Q06546	ALIGNS034352	PEAKS033223	GSE29808	GSM738822	NULL
EXP000658	mouse anti-HA (Covance, catalog # MMS-101P)	Homo sapiens	NULL	EXP000662	113	unspecified	Q01094	ALIGNS034353	PEAKS033224	GSE28286	GSM699987	NULL
EXP000430	ETS1(Santa Cruz Biotechnology, cat# sc-350, lot# E1010)	Homo sapiens	NULL	EXP000428	781	unspecified	P14921	ALIGNS034354	PEAKS033225	GSE29808	GSM738821	NULL
EXP000433	FLAG(Sigma, cat# F1804, lot# 080M6035)	Homo sapiens	NULL	EXP000429	781	unspecified	P50549	ALIGNS033168	PEAKS033226	GSE29808	GSM738824	NULL
EXP000432	FLAG(Sigma, cat# F1804, lot# 080M6035)	Homo sapiens	NULL	EXP000429	781	unspecified	P11308	ALIGNS034355	PEAKS033227	GSE29808	GSM738823	NULL
EXP000354	FLI1	Homo sapiens	NULL	EXP000356	598	unspecified	Q01543	ALIGNS034356	PEAKS033228	GSE24674	GSM607952	NULL
EXP000355	SCL	Homo sapiens	NULL	EXP000356	598	unspecified	P17542	ALIGNS034357	PEAKS033229	GSE24674	GSM607953	NULL
EXP000351	GATA1	Homo sapiens	NULL	EXP000356	598	unspecified	P15976	ALIGNS034359	PEAKS033230	GSE24674	GSM607949	NULL
EXP000352	GATA2	Homo sapiens	NULL	EXP000356	598	unspecified	P23769	ALIGNS034360	PEAKS033231	GSE24674	GSM607950	NULL
EXP000353	RUNX1	Homo sapiens	NULL	EXP000356	598	unspecified	Q01196	ALIGNS034361	PEAKS033232	GSE24674	GSM607951	NULL
EXP000436	Jun-D	Homo sapiens	NULL	NULL	356	unspecified	P17535	ALIGNS033169	PEAKS033233	GSE30399	GSM754331	NULL
EXP000955	GATA1	Homo sapiens	NULL	EXP000959	514	unspecified	P15976	ALIGNS034363	PEAKS033234	GSE29195	GSM788367	NULL
EXP000329	?-p53-pS15 (Cell Signaling)	Homo sapiens	Treatment: Etoposide	NULL	848	unspecified	P04637	ALIGNS033170	PEAKS033235	GSE21939	GSM545812	NULL
EXP000328	?-p53-pS15 (Cell Signaling)	Homo sapiens	Treatment: Actinomycin D	NULL	848	unspecified	P04637	ALIGNS034365	PEAKS033236	GSE21939	GSM545811	NULL
EXP000596	07-079	Homo sapiens	NULL	NULL	376	unspecified	P49711	ALIGNS033171	PEAKS033237	GSE25416	GSM624077	NULL
EXP000597	07-079	Homo sapiens	NULL	NULL	423	unspecified	P49711	ALIGNS033172	PEAKS033238	GSE25416	GSM624078	NULL
EXP000321	sc-126, sc-372	Homo sapiens	NULL	NULL	884	unspecified	P04637	ALIGNS037915	PEAKS036861	GSE21356	GSM533657	NULL
EXP000320	sc-126, sc-372	Homo sapiens	NULL	NULL	884	unspecified	P04637	ALIGNS037914	PEAKS036862	GSE21356	GSM533656	NULL
EXP000322	anti-EGR1 antibody (H-588, Santa Cruz Biotechnology)	Homo sapiens	Treatment: PMA 10 ng/ml for 2 hr	NULL	514	unspecified	P18146	ALIGNS034367	PEAKS033239	GSE21665	GSM540707	NULL
EXP000325	DO1 (BD PharMingen)	Homo sapiens	Treatment: Etoposide	NULL	848	unspecified	P04637	ALIGNS033173	PEAKS033240	GSE21939	GSM545808	NULL
EXP000324	DO1 (BD PharMingen)	Homo sapiens	Treatment: Actinomycin D	NULL	848	unspecified	P04637	ALIGNS033174	PEAKS033241	GSE21939	GSM545807	NULL
EXP000327	?-p53-pS15 (Cell Signaling)	Homo sapiens	Treatment: Etoposide	NULL	848	unspecified	P04637	ALIGNS033175	PEAKS033242	GSE21939	GSM545810	NULL
EXP000326	?-p53-pS15 (Cell Signaling)	Homo sapiens	Treatment: Actinomycin D	NULL	848	unspecified	P04637	ALIGNS033176	PEAKS033243	GSE21939	GSM545809	NULL
EXP000750	RXR	Homo sapiens	Treatment: 5 hours zinc	NULL	851	unspecified	P19793	ALIGNS034368	PEAKS033244	GSE18886	GSM468214	NULL
EXP000756	NF?B p65 (C-20) rabbit polyclonal antibody	Homo sapiens	Treatment: TNF-alpha induced (6h)	EXP000757	366	unspecified	Q04206	ALIGNS033177	PEAKS033245	GSE19485	GSM486271;GSM486270;GSM486269	NULL
EXP000691	GR	Homo sapiens	NULL	EXP030492	70	unspecified	P04150	ALIGNS034369	PEAKS033246	GSE30623	GSM759669	NULL
EXP000692	GR	Homo sapiens	Treatment: siFoxA1	EXP030492	70	unspecified	P04150	ALIGNS034371	PEAKS033247	GSE30623	GSM759670	NULL
EXP000695	AR	Homo sapiens	Treatment: siFoxA1	EXP030492	70	unspecified	P10275	ALIGNS033178	PEAKS033248	GSE30623	GSM759660;GSM759659	NULL
EXP000590	FOS	Homo sapiens	Treatment: 24 hours following induction with TPA	EXP000586	514	unspecified	P53539	ALIGNS033179	PEAKS033249	GSE24777	GSM610337	NULL
EXP000697	FoxA1	Homo sapiens	Treatment: siFoxA1	EXP030492	70	unspecified	P55317	ALIGNS033180	PEAKS033250	GSE30623	GSM759663;GSM759664	NULL
EXP000696	FoxA1	Homo sapiens	NULL	EXP030492	70	unspecified	P55317	ALIGNS033181	PEAKS033251	GSE30623	GSM759661;GSM759662	NULL
EXP000408	AR	Homo sapiens	Treatment: vehicle; Time point: 4 hours	EXP000411	71	normal	P10275	ALIGNS034372	PEAKS033252	GSE28126	GSM696841	NULL
EXP000409	AR	Homo sapiens	Treatment: AR stimulated with 1nM R1881 for 4 hours; Time point: 4 hours	EXP000411	71	normal	P10275	ALIGNS033182	PEAKS033253	GSE28126	GSM696842	NULL
EXP000909	07-729	Homo sapiens	Treatment: BRG1 KD shLuc control	EXP000916	168	unspecified	P49711	ALIGNS034373	PEAKS033254	GSE26501	GSM651542	NULL
EXP000439	c-Myc	Homo sapiens	NULL	NULL	356	unspecified	P01106	ALIGNS033183	PEAKS033255	GSE30399	GSM754334	NULL
EXP000741	RXR	Homo sapiens		EXP000751	648	unspecified	P19793	ALIGNS033184	PEAKS033256	GSE18886	GSM468181	NULL
EXP000453	CTCF	Homo sapiens	NULL	EXP000454	94	unspecified	P49711	ALIGNS034374	PEAKS033257	GSE31485	GSM782158	NULL
EXP000908	07-729	Homo sapiens		EXP000915	166	unspecified	P49711	ALIGNS034376	PEAKS033258	GSE26501	GSM651541	NULL
EXP000451	CTCF	Homo sapiens	NULL	EXP000452	92	unspecified	P49711	ALIGNS034377	PEAKS033259	GSE31485	GSM782156	NULL
EXP000438	Max	Homo sapiens	NULL	NULL	356	unspecified	P61244	ALIGNS033185	PEAKS033260	GSE30399	GSM754333	NULL
EXP000919	sc-12984	Homo sapiens	Treatment: CD34 WT	EXP000915	166	unspecified	P17542	ALIGNS034378	PEAKS033261	GSE26501	GSM710611	NULL
EXP000529	SC-8332	Homo sapiens	Treatment: D3	EXP000527	397	unspecified	Q15796	ALIGNS033186	PEAKS033262	GSE19461	GSM761757;GSM761758	NULL
EXP000528	SC-8332	Homo sapiens	Treatment: D0	EXP000527	396	unspecified	Q15796	ALIGNS033187	PEAKS033263	GSE19461	GSM761755;GSM761756	NULL
EXP000457	sc-66870	Homo sapiens	NULL	EXP000458	78	unspecified	Q96AV8	ALIGNS033188	PEAKS033264	GSE32673	GSM810993	NULL
EXP000524	GATA2	Homo sapiens	NULL	EXP000105	514	unspecified	P23769	ALIGNS033189	PEAKS033265	GSE18868	GSM467648	NULL
EXP000523	GATA1	Homo sapiens	NULL	EXP000105	514	unspecified	P15976	ALIGNS033190	PEAKS033266	GSE18868	GSM467647	NULL
EXP000521	tcf4	Homo sapiens	NULL	EXP000522	188	unspecified	Q9NQB0	ALIGNS033191	PEAKS033267	GSE18481	GSM460121;GSM460123;GSM460122	NULL
EXP000520	tcf4	Homo sapiens	NULL	EXP000522	188	unspecified	Q9NQB0	ALIGNS034381	PEAKS033268	GSE18481	GSM460125	NULL
EXP000026	anti-Tip60 Ab	Homo sapiens		EXP000028	881	unspecified	Q92993	ALIGNS033192	PEAKS033269	GSE15735	GSM393949	NULL
EXP000455	sc126X [200mg/0.1ml]	Homo sapiens	NULL	EXP000456	489	unspecified	P04637	ALIGNS034382	PEAKS033270	GSE31558	GSM783262	NULL
EXP000598	07-079	Homo sapiens	NULL	NULL	472	unspecified	P49711	ALIGNS033193	PEAKS033271	GSE25416	GSM624079	NULL
EXP000134	VDR	Homo sapiens	Treatment: vehicle control	EXP000146	557	unspecified	P11473	ALIGNS033194	PEAKS033272	GSE31939	GSM791403	NULL
EXP000699	ERa	Homo sapiens	Treatment: ethanol	EXP000700	386	unspecified	P03372	ALIGNS034384	PEAKS033273	GSE32349	GSM801057	NULL
EXP000136	RXR	Homo sapiens	Treatment: vehicle control	EXP000146	557	unspecified	P19793	ALIGNS033195	PEAKS033274	GSE31939	GSM791405	NULL
EXP000137	RXR	Homo sapiens	Treatment: 1,25(OH)2D3	EXP000146	557	unspecified	P19793	ALIGNS033196	PEAKS033275	GSE31939	GSM791406	NULL
EXP000039	NANOG	Homo sapiens	NULL	NULL	376	unspecified	Q9H9S0	ALIGNS033197	PEAKS033276	GSE18292	GSM456571;GSM456572	NULL
EXP000038	SOX2 	Homo sapiens	NULL	NULL	376	unspecified	P48431	ALIGNS034385	PEAKS033277	GSE18292	GSM456570	NULL
EXP000132	HA	Homo sapiens	NULL	EXP000133	472	unspecified	Q01543	ALIGNS033198	PEAKS033278	GSE31838	GSM790211	NULL
EXP000537	E2F1 	Homo sapiens	NULL	NULL	78	unspecified	Q01094	ALIGNS034386	PEAKS033279	GSE22478	GSM558469	NULL
EXP000599	07-079	Homo sapiens	NULL	NULL	514	unspecified	P49711	ALIGNS033200	PEAKS033280	GSE25416	GSM624080	NULL
EXP000310	Fos	Homo sapiens	NULL	NULL	514	unspecified	P01100	ALIGNS033201	PEAKS033281	GSE19546	GSM487426	NULL
EXP000311	Myc	Homo sapiens	NULL	NULL	514	unspecified	P01106	ALIGNS033202	PEAKS033282	GSE19547	GSM487427	NULL
EXP000758	NF?B p65 (C-20) rabbit polyclonal antibody	Homo sapiens	Treatment: TNF-alpha induced (6h)	EXP000759	362	unspecified	Q04206	ALIGNS033204	PEAKS033283	GSE19485	GSM486275;GSM486274;GSM486276;GSM486277;GSM486278	NULL
EXP000781	CTCF	Homo sapiens	NULL	NULL	566	unspecified	P49711	ALIGNS033206	PEAKS033284	GSE19622	GSM489302;GSM489301	NULL
EXP000780	CTCF	Homo sapiens	NULL	NULL	566	unspecified	P49711	ALIGNS033207	PEAKS033285	GSE19622	GSM489300;GSM489299	NULL
EXP000969	ab28379	Homo sapiens	NULL	EXP000972	396	unspecified	P84022	ALIGNS034387	PEAKS033286	GSE29422	GSM727585	NULL
EXP000968	R&D Systems AF3797	Homo sapiens	NULL	EXP000972	396	unspecified	Q15796	ALIGNS034388	PEAKS033287	GSE29422	GSM727584	NULL
EXP000967	sc-8332	Homo sapiens	NULL	EXP000972	396	unspecified	Q15796	ALIGNS033208	PEAKS033288	GSE29422	GSM727583	NULL
EXP000964	R&D Systems AF2097	Homo sapiens	NULL	EXP000966	396	unspecified	Q13485	ALIGNS034389	PEAKS033289	GSE29422	GSM727561	NULL
EXP000963	ab28379	Homo sapiens	NULL	EXP000966	396	unspecified	P84022	ALIGNS034390	PEAKS033290	GSE29422	GSM727559	NULL
EXP000962	R&D Systems AF3797	Homo sapiens	NULL	EXP000966	396	unspecified	Q15796	ALIGNS034391	PEAKS033291	GSE29422	GSM727558	NULL
EXP000961	sc-8332	Homo sapiens	NULL	EXP000966	396	unspecified	Q15796	ALIGNS033210	PEAKS033292	GSE29422	GSM727557	NULL
EXP000141	TCF4	Homo sapiens	Treatment: 1,25(OH)2D3	EXP000146	557	unspecified	Q9NQB0	ALIGNS033212	PEAKS033293	GSE31939	GSM791410	NULL
EXP000140	TCF4	Homo sapiens	Treatment: vehicle control	EXP000146	557	unspecified	Q9NQB0	ALIGNS033213	PEAKS033294	GSE31939	GSM791409	NULL
EXP000143	CEBPb	Homo sapiens	Treatment: 1,25(OH)2D3	EXP000146	557	unspecified	P17676	ALIGNS033214	PEAKS033295	GSE31939	GSM791412	NULL
EXP000142	CEBPb	Homo sapiens	Treatment: vehicle control	EXP000146	557	unspecified	P17676	ALIGNS033215	PEAKS033296	GSE31939	GSM791411	NULL
EXP000145	CDX2	Homo sapiens	Treatment: 1,25(OH)2D3	EXP000146	557	unspecified	Q99626	ALIGNS033216	PEAKS033297	GSE31939	GSM791414	NULL
EXP000144	CDX2	Homo sapiens	Treatment: vehicle control	EXP000146	557	unspecified	Q99626	ALIGNS033217	PEAKS033298	GSE31939	GSM791413	NULL
EXP000149	SP1	Homo sapiens	NULL	NULL	417	unspecified	P08047	ALIGNS033218	PEAKS033299	GSE34791	GSM855449	NULL
EXP000701	GATA1 made in-house	Homo sapiens	NULL	EXP000702	460	unspecified	P15976	ALIGNS033219	PEAKS033300	GSE32491	GSM804014;GSM804013	NULL
EXP000813	Cell Signaling Technologies, Cat# 2443, Lot# 5/29/2007	Homo sapiens	Treatment: time point 4	EXP000807	404	unspecified	P37231	ALIGNS033222	PEAKS033301	GSE21366	GSM534494	NULL
EXP000812	SCBT, Cat# SC-7196X, Lot# A0380	Homo sapiens	Treatment: time point 4	EXP000807	404	unspecified	P37231	ALIGNS033223	PEAKS033302	GSE21366	GSM534493	NULL
EXP000811	Upstate, Cat# 07-729, Lot# 1350637	Homo sapiens	Treatment: time point 4	EXP000807	404	unspecified	P49711	ALIGNS033224	PEAKS033303	GSE21366	GSM534492	NULL
EXP000810	Upstate, Cat# 07-729, Lot# 1350637	Homo sapiens	Treatment: time point 3	EXP000807	404	unspecified	P49711	ALIGNS034392	PEAKS033304	GSE21366	GSM534485	NULL
EXP000398	STAT5B	Homo sapiens		NULL	882	unspecified	P51692	ALIGNS034394	PEAKS033305	GSE27158	GSM671401	NULL
EXP000399	STAT5B	Homo sapiens	Treatment: IL-2	NULL	882	unspecified	P51692	ALIGNS034395	PEAKS033306	GSE27158	GSM671402	NULL
EXP000392	STAT1	Homo sapiens		NULL	882	unspecified	P42224	ALIGNS034396	PEAKS033307	GSE27158	GSM671395	NULL
EXP000393	STAT1	Homo sapiens	Treatment: IFNg	NULL	882	unspecified	P42224	ALIGNS034397	PEAKS033308	GSE27158	GSM671396	NULL
EXP000394	STAT4	Homo sapiens		NULL	882	unspecified	Q14765	ALIGNS034398	PEAKS033309	GSE27158	GSM671397	NULL
EXP000395	STAT4	Homo sapiens	Treatment: IL-12	NULL	882	unspecified	Q14765	ALIGNS034399	PEAKS033310	GSE27158	GSM671398	NULL
EXP000396	STAT5A	Homo sapiens		NULL	882	unspecified	P42229	ALIGNS034400	PEAKS033311	GSE27158	GSM671399	NULL
EXP000397	STAT5A	Homo sapiens	Treatment: IL-2	NULL	882	unspecified	P42229	ALIGNS034401	PEAKS033312	GSE27158	GSM671400	NULL
EXP000948	SMAD1	Homo sapiens	Treatment: bmp	EXP000950	65	unspecified	Q15797	ALIGNS034402	PEAKS033313	GSE29195	GSM722425	NULL
EXP000560	ER	Homo sapiens		EXP000563	113	unspecified	P03372	ALIGNS034405	PEAKS033314	GSE24166	GSM594603	NULL
EXP000566	sc-9144X	Homo sapiens	NULL	EXP000567	603	unspecified	Q00613	ALIGNS034406	PEAKS033315	GSE24326	GSM599839	NULL
EXP000565	sc-9314X	Homo sapiens	NULL	EXP000567	603	unspecified	P49715	ALIGNS034407	PEAKS033316	GSE24326	GSM599838	NULL
EXP000564	sc-1082X	Homo sapiens	NULL	EXP000567	603	unspecified	Q16254	ALIGNS034408	PEAKS033317	GSE24326	GSM599837	NULL
EXP000768	NF?B p65 (C-20) rabbit polyclonal antibody	Homo sapiens	Treatment: TNF-alpha induced (6h)	EXP000769	364	unspecified	Q04206	ALIGNS033227	PEAKS033318	GSE19485	GSM486305;GSM486306;GSM486307;GSM486308	NULL
EXP000406	AR	Homo sapiens	Treatment: vehicle; Time point: 4 hours	EXP000410	70	normal	P10275	ALIGNS034409	PEAKS033319	GSE28126	GSM696839	NULL
EXP000407	AR	Homo sapiens	Treatment: AR stimulated with 1nM R1881 for 4 hours; Time point: 4 hours	EXP000410	70	normal	P10275	ALIGNS033228	PEAKS033320	GSE28126	GSM696840	NULL
EXP000760	NF?B p65 (C-20) rabbit polyclonal antibody	Homo sapiens	Treatment: TNF-alpha induced (6h)	EXP000761	365	unspecified	Q04206	ALIGNS033230	PEAKS033321	GSE19485	GSM486281;GSM486282;GSM486283	NULL
EXP000762	NF?B p65 (C-20) rabbit polyclonal antibody	Homo sapiens	Treatment: TNF-alpha induced (6h)	EXP000763	361	unspecified	Q04206	ALIGNS033232	PEAKS033322	GSE19485	GSM486288;GSM486287;GSM486289;GSM486290;GSM486286	NULL
EXP000764	NF?B p65 (C-20) rabbit polyclonal antibody	Homo sapiens	Treatment: TNF-alpha induced (6h)	EXP000765	358	unspecified	Q04206	ALIGNS033234	PEAKS033323	GSE19485	GSM486293;GSM486294;GSM486295	NULL
EXP000766	NF?B p65 (C-20) rabbit polyclonal antibody	Homo sapiens	Treatment: TNF-alpha induced (6h)	EXP000767	339	unspecified	Q04206	ALIGNS033236	PEAKS033324	GSE19485	GSM486300;GSM486299;GSM486301;GSM486298;GSM486302	NULL
EXP000941	GATA2	Homo sapiens	Treatment: bio	EXP000959	514	unspecified	P23769	ALIGNS034410	PEAKS033325	GSE29195	GSM722414	NULL
EXP000940	GATA1	Homo sapiens	Treatment: bmp	EXP000945	514	unspecified	P15976	ALIGNS034411	PEAKS033326	GSE29195	GSM722413	NULL
EXP000943	SMAD1	Homo sapiens	Treatment: bmp	EXP000945	514	unspecified	Q15797	ALIGNS034412	PEAKS033327	GSE29195	GSM722416	NULL
EXP000942	GATA2	Homo sapiens	Treatment: bmp	EXP000945	514	unspecified	P23769	ALIGNS034413	PEAKS033328	GSE29195	GSM722415	NULL
EXP000947	CEBPA	Homo sapiens	Treatment: dmso	EXP000951	65	unspecified	P49715	ALIGNS034414	PEAKS033329	GSE29195	GSM722424	NULL
EXP000946	CEBPA	Homo sapiens	Treatment: bio	EXP000960	65	unspecified	P49715	ALIGNS034415	PEAKS033330	GSE29195	GSM722423	NULL
EXP000970	R&D Systems AF2097	Homo sapiens	NULL	EXP000972	396	unspecified	Q13485	ALIGNS034417	PEAKS033331	GSE29422	GSM727586	NULL
EXP000844	Oct4	Homo sapiens	NULL	EXP000849	89	unspecified	Q01860	ALIGNS034418	PEAKS033332	GSE21614	GSM539547	NULL
EXP000845	Smad3	Homo sapiens	NULL	EXP000849	89	unspecified	P84022	ALIGNS034419	PEAKS033333	GSE21614	GSM539548	NULL
EXP000107	rabbit anti-E2F6 (Santa Cruz Biotechnology, catalog# sc-22823x)	Homo sapiens	NULL	EXP000105	514	unspecified	O75461	ALIGNS034420	PEAKS033334	GSE28162	GSM701863;GSM701862	NULL
EXP000101	SMAD1/5	Homo sapiens	Treatment: BMP-6	EXP001029	472	unspecified	Q15797	ALIGNS034421	PEAKS033335	GSE27634	GSM684746	NULL
EXP000103	rabbit anti-ELK4 (SantaCruz, catalog # sc13030-X)	Homo sapiens	NULL	EXP000104	421	unspecified	P28324	ALIGNS033240	PEAKS033336	GSE27929	GSM700360;GSM700361	NULL
EXP000102	SMAD1/5	Homo sapiens	Treatment: BMP-9	EXP001029	472	unspecified	Q15797	ALIGNS034422	PEAKS033337	GSE27634	GSM684747	NULL
EXP000063	anti GR	Homo sapiens	Treatment: DMSO	NULL	78	unspecified	P04150	ALIGNS034423	PEAKS033338	GSE24518	GSM604648	NULL
EXP000061	custom made PRDM14	Homo sapiens	NULL	EXP000062	878	unspecified	Q9GZV8	ALIGNS033242	PEAKS033339	GSE22767	GSM563088	NULL
EXP000066	anti GR	Homo sapiens	Treatment: TA+TNFα	NULL	78	unspecified	P04150	ALIGNS034424	PEAKS033340	GSE24518	GSM604651	NULL
EXP000067	anti GR	Homo sapiens	Treatment: DMSO	NULL	78	unspecified	P04150	ALIGNS034425	PEAKS033341	GSE24518	GSM604652	NULL
EXP000064	anti GR	Homo sapiens	Treatment: TA	NULL	78	unspecified	P04150	ALIGNS034426	PEAKS033342	GSE24518	GSM604649	NULL
EXP000065	anti GR	Homo sapiens	Treatment: TNFα	NULL	78	unspecified	P04150	ALIGNS034427	PEAKS033343	GSE24518	GSM604650	NULL
EXP000068	anti GR	Homo sapiens	Treatment: TA+TNFα	NULL	78	unspecified	P04150	ALIGNS034428	PEAKS033344	GSE24518	GSM604653	NULL
EXP000069	anti p65	Homo sapiens	Treatment: DMSO	NULL	78	unspecified	Q04206	ALIGNS034429	PEAKS033345	GSE24518	GSM604654	NULL
EXP000878	HNF4A (Santa Cruz 8987 and Santa Cruz 6547)	Homo sapiens	Treatment: differentiated cells	EXP000879	145	unspecified	P41235	ALIGNS034430	PEAKS033346	GSE23436	GSM575229	NULL
EXP000998	sc-764	Homo sapiens	NULL	EXP001003	94	unspecified	P01106	ALIGNS034431	PEAKS033347	GSE30726	GSM762710	NULL
EXP000999	sc-764	Homo sapiens	NULL	EXP001004	768	unspecified	P01106	ALIGNS034432	PEAKS033348	GSE30726	GSM762711	NULL
EXP000996	sc-764	Homo sapiens	NULL	EXP001001	144	unspecified	P01106	ALIGNS034433	PEAKS033349	GSE30726	GSM762708	NULL
EXP000997	sc-764	Homo sapiens	NULL	EXP001002	100	unspecified	P01106	ALIGNS034434	PEAKS033350	GSE30726	GSM762709	NULL
EXP000994	sc-764X	Homo sapiens	NULL	EXP000988	514	unspecified	P01106	ALIGNS033243	PEAKS033351	GSE30226	GSM748551;GSM748553;GSM748552	NULL
EXP000995	sc-764	Homo sapiens	NULL	EXP001000	767	unspecified	P01106	ALIGNS034435	PEAKS033352	GSE30726	GSM762707	NULL
EXP000992	07-729	Homo sapiens	NULL	EXP000985	430	unspecified	P49711	ALIGNS033244	PEAKS033353	GSE30226	GSM748539;GSM748538	NULL
EXP000993	sc-764X	Homo sapiens	NULL	EXP000985	430	unspecified	P01106	ALIGNS033245	PEAKS033354	GSE30226	GSM748541;GSM748542;GSM748540	NULL
EXP000990	sc-764X	Homo sapiens	NULL	EXP000982	356	unspecified	P01106	ALIGNS033246	PEAKS033355	GSE30226	GSM748526;GSM748527	NULL
EXP000991	sc-764X	Homo sapiens	NULL	EXP000984	423	unspecified	P01106	ALIGNS033247	PEAKS033356	GSE30226	GSM748533;GSM748534	NULL
EXP000654	ab5089	Homo sapiens	Treatment: ethanol	EXP030990	70	unspecified	P55317	ALIGNS034436	PEAKS033357	GSE28264	GSM699634	NULL
EXP000657	mouse anti-HA (Covance, catalog # MMS-101P)	Homo sapiens	NULL	EXP000661	113	unspecified	Q01094	ALIGNS034437	PEAKS033358	GSE28286	GSM699986	NULL
EXP000651	sc-816	Homo sapiens	Treatment: DHT	EXP030990	70	unspecified	P10275	ALIGNS033249	PEAKS033359	GSE28264	GSM699631	NULL
EXP000610	IMG-148A	Homo sapiens	NULL	EXP000611	93	unspecified	P62380	ALIGNS034439	PEAKS033360	GSE26005	GSM638203	NULL
EXP000613	TAL1	Homo sapiens	NULL	EXP000612	154	unspecified	P17542	ALIGNS033250	PEAKS033361	GSE26014	GSM638309;GSM638308	NULL
EXP000615	IKZF1	Homo sapiens	NULL	EXP000612	154	unspecified	Q13422	ALIGNS033251	PEAKS033362	GSE26014	GSM638313;GSM638312	NULL
EXP000614	Pu.1	Homo sapiens	NULL	EXP000612	154	unspecified	P17947	ALIGNS033252	PEAKS033363	GSE26014	GSM638311;GSM638310	NULL
EXP000617	FOXA1 - Cat# AB4124, Chemicon	Homo sapiens	Treatment: E2	NULL	113	unspecified	P55317	ALIGNS033253	PEAKS033364	GSE26831	GSM659787	NULL
EXP000616	MEIS1	Homo sapiens	NULL	EXP000612	154	unspecified	O00470	ALIGNS033254	PEAKS033365	GSE26014	GSM638315;GSM638314;GSM638316	NULL
EXP000619	cFos - Cat# sc-7202, Santa Cruz	Homo sapiens	Treatment: E2	NULL	113	unspecified	P01100	ALIGNS033255	PEAKS033366	GSE26831	GSM659789	NULL
EXP000618	FOXA1 - Cat# AB4124, Chemicon	Homo sapiens	NULL	NULL	113	unspecified	P55317	ALIGNS033256	PEAKS033367	GSE26831	GSM659788	NULL
EXP000652	sc-15022	Homo sapiens	Treatment: ethanol	EXP030990	70	unspecified	Q99801	ALIGNS034441	PEAKS033368	GSE28264	GSM699632	NULL
EXP000209	Oct4	Homo sapiens	NULL	EXP000208	396	unspecified	Q01860	ALIGNS033257	PEAKS033369	GSE21916	GSM545203;GSM545204;GSM545202	NULL
