id	title	cellosaurus_id	species	cell_ontology_id	exp_factor_ontology_id	uberon_id	source	source_id	cell_type_id	brenda_id	other_id
248	E12.5 embryonic limb		Mus musculus				embryonic cell	CL:0002321	UBERON:0002101		NULL
249	E13.5 embryonic limb		Mus musculus				embryonic cell	CL:0002321	UBERON:0002101		NULL
250	embryonic limb and palate mix		Mus musculus				embryonic cell	CL:0002321	UBERON:0002101		NULL
251	E12.5 embryonic palate		Mus musculus				embryonic cell	CL:0002321			NULL
252	V6.5 (embryonic stem cells)	CVCL_C865	Mus musculus		EFO:0006308		cell line	CL:0000010	CVCL_C865		NULL
253	EML -C1(EML, clone 1)	CVCL_9107	Mus musculus				cell line	CL:0000010	CVCL_9107		NULL
254	endodermal cells		Mus musculus				skin	UBERON:0002199	CL:0000223		NULL
2787	Hepa1-6 (Hepatocellular carcinoma )	CVCL_0327	Mus musculus				cell line	CL:0000010	CVCL_0327	BTO:0002895	NULL
256	endometrial stromal cells		Homo sapiens				uterus	UBERON:0000995	UBERON:0002337		NULL
257	endometrioid adenocarcinoma		Homo sapiens		EFO:0000466		uterus	UBERON:0000995	BTO:0000194		NULL
258	endothelial cells		Homo sapiens				epithelium	UBERON:0000483	CL:0000115		NULL
259	EP156T (primary prostate cells)	CVCL_RW45	Homo sapiens				cell line	CL:0000010	CVCL_RW45		NULL
260	epiblast stem cells		Mus musculus	CL:0000352			stem cell	CL:0000034	CL:0000352		NULL
261	epidermal stem cells		Homo sapiens				stem cell	CL:0000034	CL:1000428	BTO:0005098	NULL
262	white adipocytes		Mus musculus				adipose tissue	UBERON:0001013	CL:0000448		NULL
263	EPT1 (primary prostate cells)		Homo sapiens				cell line	CL:0000010			NULL
265	G1E (embryonic stem cells)	CVCL_D046	Mus musculus		EFO:0002034		cell line	CL:0000010	CVCL_D046		NULL
266	erythroblasts		Mus musculus	CL:0000765			hematopoietic system	UBERON:0002390	CL:0000765		NULL
267	erythroid cells		Mus musculus				hematopoietic system	UBERON:0002390	CL:0000764		NULL
268	erythroid progenitors		Mus musculus				stem cell	CL:0000034	CL:0000038		NULL
269	CD34+ bone marrow cell-derived erythroid progenitors		Homo sapiens				bone marrow	UBERON:0002371	CL:0000038		NULL
3946	SCC089 (MilliTrace Nanog GFP Reporter Mouse Embryonic Stem Cells)		Mus musculus				cell line	CL:0000010			NULL
271	embryonic stem cell-derived erythroid progenitors		Mus musculus	CL:0000038			stem cell	CL:0000034	CL:0000038		NULL
272	cardiac progenitors		Mus musculus	CL:0000513			stem cell	CL:0000034	CL:0000513		NULL
273	embryonic stem cell-derived hemangioblasts		Mus musculus				stem cell	CL:0000034	CL:0002418		NULL
274	embryonic stem cell-derived hematopoietic progenitors		Mus musculus	CL:0008001			stem cell	CL:0000034	CL:0008001		NULL
275	embryonic stem cell-derived hemogenic endothelium		Mus musculus				stem cell	CL:0000034	UBERON:0001986		NULL
276	embryonic stem cell-derived macrophages		Mus musculus				stem cell	CL:0000034	CL:0000235		NULL
277	embryonic stem cell-derived mesoderm		Mus musculus				stem cell	CL:0000034	UBERON:0000926		NULL
278	embryonic stem cell-derived myeloid progenitors		Mus musculus				stem cell	CL:0000034	CL:0000763		NULL
279	embryonic stem cell-drived neuroepithelial cells		Mus musculus				stem cell	CL:0000034	BTO:0004301	BTO:0004301	NULL
280	embryonic stem cell-derived neural progenitors		Mus musculus				stem cell	CL:0000034			NULL
281	embryonic stem cell- derived mid radial glial neural progenitors		Homo sapiens				embryonic cell	CL:0002321			NULL
282	embryonic stem cell-derived neural progenitor-like cells		Mus musculus				stem cell	CL:0000034			NULL
283	dorsal neural progenitors		Mus musculus		EFO:0004039		stem cell	CL:0000034	EFO:0004039		NULL
284	ventral neural progenitors		Mus musculus		EFO:0004039		stem cell	CL:0000034	EFO:0004039		NULL
285	embryonic stem cell-drived neurons		Mus musculus				stem cell	CL:0000034	CL:0000540		NULL
286	pancreatic beta-cells		Mus musculus				pancreas	UBERON:0001264	CL:0000169		NULL
287	induced embryonic stem cells		Mus musculus				stem cell	CL:0000034			NULL
288	A673 (Ewing sarcoma)	CVCL_0080	Homo sapiens	CLO:0001605	EFO:0002106		cell line	CL:0000010	CVCL_0080	BTO:0003768	NULL
289	SK-N-MC (Askin tumor)	CVCL_0530	Homo sapiens	CLO:0009058	EFO:0002860		cell line	CL:0000010	CVCL_0530	BTO:0002914	NULL
290	EWS502 (Ewing sarcoma)	CVCL_S740	Homo sapiens				cell line	CL:0000010	CVCL_S740		NULL
291	endodermal stem cells		Mus musculus				stem cell	CL:0000034			NULL
292	F9 (embryonal carcinoma)	CVCL_0259	Mus musculus	CLO:0002988	EFO:0002053		cell line	CL:0000010	CVCL_0259		NULL
293	CD4-, CD8-, CD3-, B220-, CD11b-, Gr1-, NK1.1-, CD25-, CD44- thymocytes		Mus musculus				immune system	UBERON:0002405	CL:0000893		NULL
294	CD4-, CD8-, CD3-, B220-, CD11b-, Gr1-, NK1.1-, CD25+, CD44- thymocytes		Mus musculus				immune system	UBERON:0002405	CL:0000893		NULL
295	CD4+, CD8+, CD3low thymocytes		Mus musculus				immune system	UBERON:0002405	CL:0000893		NULL
296	FB0167P (progeria fibroblasts)		Homo sapiens				cell line	CL:0000010			NULL
297	FB8470 (fibroblasts)		Homo sapiens				cell line	CL:0000010			NULL
298	FDC-P1 (lymphoblasts)	CVCL_2039	Mus musculus	CLO:0003073			cell line	CL:0000010	CVCL_2039		NULL
299	FDCP-Mix (multipotent stem cells)	CVCL_2040	Mus musculus	CLO:0003074			cell line	CL:0000010	CVCL_2040	BTO:0000446	NULL
300	fetal liver erythroblasts		Mus musculus				embryonic cell	CL:0002321	CL:0000765		NULL
301	fetal liver precursors		Mus musculus				embryonic cell	CL:0002321	CL:0011115		NULL
302	fetal lung fibroblasts		Homo sapiens				embryonic cell	CL:0002321	CL:0000057		NULL
303	FH-Foxd3 (embryonic stem cells)		Mus musculus				cell line	CL:0000010			NULL
2788	pancreas and brain		Mus musculus				other		UBERON:0001264;UBERON:0000955		NULL
305	Flk1+ embryonic stem cell-derived mesodermal progenitors		Mus musculus				stem cell	CL:0000034			NULL
306	Flk+ cKit+ progenitors		Mus musculus				stem cell	CL:0000034			NULL
307	FLP143HA (embryonic kidney)		Homo sapiens				cell line	CL:0000010			NULL
308	FLP76 (embryonic kidney)		Homo sapiens				cell line	CL:0000010			NULL
309	Flp-In-T-REx-293 (embryonic kidney)	CVCL_U427	Homo sapiens				cell line	CL:0000010	CVCL_U427		NULL
310	CD172+ dendritic cells		Mus musculus				immune system	UBERON:0002405	CL:0000451		NULL
311	CD24+ dendritic cells		Mus musculus				immune system	UBERON:0002405	CL:0000451		NULL
312	plasmacytoid dendritic cells		Mus musculus				immune system	UBERON:0002405	CL:0000784		NULL
313	forebrain		Mus musculus			UBERON:0001890	forebrain	UBERON:0001890	UBERON:0001890	BTO:0000478	NULL
314	forelimb bud		Mus musculus			UBERON:0005417	embryonic cell	CL:0002321	UBERON:0005417		NULL
315	foreskin		Homo sapiens		EFO:0001664		skin	UBERON:0002199	UBERON:0001471		NULL
316	FT194 (fallopian tube secretory cells)		Homo sapiens				cell line	CL:0000010			NULL
317	FT246 (fallopian tube secretory cells)		Homo sapiens				cell line	CL:0000010			NULL
318	FT33 (fallopian tube secretory cells)		Homo sapiens				cell line	CL:0000010			NULL
319	G1E-ER4 (embryonic stem cells)	CVCL_D047	Mus musculus		EFO:0002055		cell line	CL:0000010	CVCL_D047		NULL
320	G1ME (megakaryocyte progenitor cell line)		Mus musculus				cell line	CL:0000010			NULL
321	medulloblastoma, type G3		Mus musculus		EFO:0002939		cell line	CL:0000010			NULL
322	gastric epithelial cells		Mus musculus				stomach	UBERON:0000945	UBERON:0001276	BTO:0004492	NULL
323	gastric tumors		Mus musculus				stomach	UBERON:0000945			NULL
324	HSR-GBM1A (glioblastoma)	CVCL_DI57	Homo sapiens				cell line	CL:0000010	CVCL_DI57		NULL
325	HSR-GBM1B (glioblastoma)	CVCL_DI58	Homo sapiens				cell line	CL:0000010	CVCL_DI58		NULL
326	CD34+ stem cells-derived erythroblasts		Homo sapiens				stem cell	CL:0000034	CL:0000765		NULL
327	germinal center B-cells		Homo sapiens				lymphoid system	UBERON:0002465	CL:0000844		NULL
328	germinal center dark zone cells		Mus musculus				embryonic cell	CL:0002321			NULL
329	germinal center light zone cells		Mus musculus				embryonic cell	CL:0002321			NULL
330	GHFT1 (pituitary cell line)	CVCL_J506	Mus musculus				cell line	CL:0000010	CVCL_J506		NULL
331	GIST48 (gastrointestinal stromal tumor)	CVCL_7041	Homo sapiens				cell line	CL:0000010	CVCL_7041		NULL
332	glioblastoma cells		Homo sapiens		EFO:0000519		brain	UBERON:0000955	BTO:0000527		NULL
333	GM00011 (fetal skin fibroblasts)	CVCL_7267	Homo sapiens	CLO:0025204			cell line	CL:0000010	CVCL_7267		NULL
334	GM06170 (fetal skin fibroblasts)	CVCL_7456	Homo sapiens	CLO:0023567			cell line	CL:0000010	CVCL_7456		NULL
335	GM06990 (female B-cells)	CVCL_9587	Homo sapiens	CLO:0036556	EFO:0002783		cell line	CL:0000010	CVCL_9587		NULL
336	GM08714 (female B-cells)	CVCL_E128	Homo sapiens	CLO:0010422	EFO:0005333		cell line	CL:0000010	CVCL_E128		NULL
337	GM10248 (male B-cells)	CVCL_L245	Homo sapiens	CLO:0029222	EFO:0005334		cell line	CL:0000010	CVCL_L245		NULL
338	GM10266 (male B-cells)	CVCL_L246	Homo sapiens	CLO:0029187	EFO:0005335		cell line	CL:0000010	CVCL_L246		NULL
339	GM10847 (female B-cells Lymphoblastoid Cell Lines)	CVCL_N799	Homo sapiens	CLO:0023758	EFO:0005336		cell line	CL:0000010	CVCL_N799		NULL
340	GM10855 (female B-cells)	CVCL_R610	Homo sapiens	CLO:0023763			cell line	CL:0000010	CVCL_R610		NULL
341	GM10861 (female B-cells)	CVCL_R614	Homo sapiens	CLO:0024094			cell line	CL:0000010	CVCL_R614		NULL
342	GM12763 (female B-cells)	CVCL_9621	Homo sapiens	CLO:0022547			cell line	CL:0000010	CVCL_9621		NULL
343	GM12801 (male B-cells)	CVCL_L247	Homo sapiens	CLO:0022626	EFO:0005353		cell line	CL:0000010	CVCL_L247		NULL
344	GM12864 (male B-cells)	CVCL_L256	Homo sapiens	CLO:0022833	EFO:0005337		cell line	CL:0000010	CVCL_L256		NULL
345	GM12865 (female B-cells)	CVCL_L257	Homo sapiens	CLO:0022834	EFO:0005338		cell line	CL:0000010	CVCL_L257		NULL
346	GM12866 (male B-cells)	CVCL_L258	Homo sapiens	CLO:0022825	EFO:0005339		cell line	CL:0000010	CVCL_L258		NULL
347	GM12867 (female B-cells)	CVCL_L259	Homo sapiens	CLO:0022824	EFO:0005340		cell line	CL:0000010	CVCL_L259		NULL
348	GM12868 (female B-cells)	CVCL_L260	Homo sapiens	CLO:0022827	EFO:0005341		cell line	CL:0000010	CVCL_L260		NULL
349	GM12869 (female B-cells)	CVCL_L261	Homo sapiens	CLO:0022826	EFO:0005342		cell line	CL:0000010	CVCL_L261		NULL
350	GM12870 (male B-cells)	CVCL_L262	Homo sapiens	CLO:0022829	EFO:0005343		cell line	CL:0000010	CVCL_L262		NULL
351	GM12871 (male B-cells)	CVCL_L263	Homo sapiens	CLO:0022828	EFO:0005344		cell line	CL:0000010	CVCL_L263		NULL
352	GM12872 (male B-cells)	CVCL_9626	Homo sapiens	CLO:0022836	EFO:0001159		cell line	CL:0000010	CVCL_9626		NULL
353	GM12873 (female B-cells)	CVCL_9627	Homo sapiens	CLO:0022835	EFO:0001160		cell line	CL:0000010	CVCL_9627		NULL
354	GM12874 (male B-cells)	CVCL_9628	Homo sapiens	CLO:0022838	EFO:0001161		cell line	CL:0000010	CVCL_9628		NULL
355	GM12875 (female B-cells)	CVCL_9629	Homo sapiens	CLO:0022837	EFO:0001162		cell line	CL:0000010	CVCL_9629		NULL
356	GM12878 (female B-cells lymphoblastoid cell line)	CVCL_7526	Homo sapiens	CLO:0022851	EFO:0002784		cell line	CL:0000010	CVCL_7526		NULL
357	GM12891 (male B- cells lymphoblastoid cell line)	CVCL_9630	Homo sapiens	CLO:0022859	EFO:0002785		cell line	CL:0000010	CVCL_9630		NULL
358	GM12892 (female B-cells lymphoblastoid cell line)	CVCL_9631	Homo sapiens	CLO:0022856	EFO:0002786		cell line	CL:0000010	CVCL_9631		NULL
359	GM13976 (female B-cells)	CVCL_L266	Homo sapiens	CLO:0033830	EFO:0005345		cell line	CL:0000010	CVCL_L266		NULL
360	GM13977 (female B-cells)	CVCL_L267	Homo sapiens	CLO:0033829	EFO:0005346		cell line	CL:0000010	CVCL_L267		NULL
361	GM15510 (B-cells)	CVCL_N802	Homo sapiens	CLO:0028068	EFO:0005347		cell line	CL:0000010	CVCL_N802		NULL
362	GM18505 (female B-cells Lymphoblastoid Cell Lines)	CVCL_N803	Homo sapiens	CLO:0024913	EFO:0005332		cell line	CL:0000010	CVCL_N803		NULL
363	GM18526 (B â€“ cells Lymphoblastoid Cell Lines)	CVCL_E124	Homo sapiens	CLO:0024847	EFO:0005348		cell line	CL:0000010	CVCL_E124		NULL
364	GM18951 (B-cells Lymphoblastoid Cell Lines)	CVCL_N804	Homo sapiens	CLO:0026303	EFO:0005349		cell line	CL:0000010	CVCL_N804		NULL
365	GM19099 (female B-cells Lymphoblastoid Cell Lines)	CVCL_E125	Homo sapiens	CLO:0025875	EFO:0005350		cell line	CL:0000010	CVCL_E125		NULL
366	GM19193 (female B-cells Lymphoblastoid Cell Lines)	CVCL_E126	Homo sapiens	CLO:0027332	EFO:0005351		cell line	CL:0000010	CVCL_E126		NULL
367	GM19238 (female B-cells lymphoblastoid cell lines)	CVCL_9633	Homo sapiens	CLO:0027146	EFO:0002788		cell line	CL:0000010	CVCL_9633		NULL
368	GM19239 (male B-cells lymphoblastoid cell line)	CVCL_9634	Homo sapiens	CLO:0027144	EFO:0002789		cell line	CL:0000010	CVCL_9634		NULL
369	GM19240 (B cells Lymphoblastoid Cell Lines)	CVCL_9635	Homo sapiens	CLO:0027143	EFO:0002790		cell line	CL:0000010	CVCL_9635		NULL
370	GM20000 (B-cells)	CVCL_E127	Homo sapiens	CLO:0028368	EFO:0005352		cell line	CL:0000010	CVCL_E127		NULL
371	GP5d (colon adenocarcinoma)	CVCL_1235	Homo sapiens	CLO:0003555	EFO:0006576		cell line	CL:0000010	CVCL_1235		NULL
372	Granta-519 (mantle cell lymphoma)	CVCL_1818	Homo sapiens	CLO:0003561	EFO:0005369		cell line	CL:0000010	CVCL_1818		NULL
373	granulocyte macrophage progenitors		Mus musculus	CL:0000557			immune system	UBERON:0002405	CL:0000557		NULL
374	NCI-H128 (small cell lung carcinoma)	CVCL_1460	Homo sapiens	CLO:0007985			cell line	CL:0000010	CVCL_1460	BTO:0003025	NULL
375	NCI-H1299 (large cell lung carcinoma)	CVCL_0060	Homo sapiens	CLO:0007986	EFO:0003043		cell line	CL:0000010	CVCL_0060	BTO:0002552	NULL
376	WA01 (H1, human embryonic stem cells)	CVCL_9771	Homo sapiens	CLO:0037281	EFO:0003042		cell line	CL:0000010	CVCL_9771		NULL
378	H1-derived mesenchymal stem cells		Homo sapiens				cell line	CL:0000010	CL:0000134		NULL
379	H1-derived mesendodermal cells		Homo sapiens				cell line	CL:0000010			NULL
380	H1-derived neuronal progenitors		Homo sapiens				cell line	CL:0000010			NULL
381	neurons derived from H1 embryonic stem cells		Homo sapiens				cell line	CL:0000010	CL:0000540		NULL
382	H1-derived trophectodermal cells		Homo sapiens				cell line	CL:0000010	CL:1000274		NULL
383	NCI-H2107 (small cell lung carcinoma)	CVCL_1527	Homo sapiens	CLO:0008051	EFO:0002278		cell line	CL:0000010	CVCL_1527		NULL
384	NCI-H2171 (small cell lung carcinoma)	CVCL_1536	Homo sapiens	CLO:0008060	EFO:0002282		cell line	CL:0000010	CVCL_1536		NULL
385	H295R (adrenal cortex carcinoma)	CVCL_0458	Homo sapiens	CLO:0008082	EFO:0002289		cell line	CL:0000010	CVCL_0458	BTO:0002588	NULL
386	H3396 (breast carcinoma)	CVCL_D349	Homo sapiens				cell line	CL:0000010	CVCL_D349		NULL
388	NCI-H441 (squamous cell lung carcinoma )	CVCL_1561	Homo sapiens	CLO:0008087	EFO:0002292		cell line	CL:0000010	CVCL_1561	BTO:0001910	NULL
389	H4-II-E (hepatocellular carcinoma)	CVCL_0284	Rattus norvegicus				cell line	CL:0000010	CVCL_3720		NULL
390	NCI-H524 (small cell lung carcinoma)	CVCL_1568	Homo sapiens	CLO:0008095	EFO:0002296		cell line	CL:0000010	CVCL_1568	BTO:0004825	NULL
391	D54 (H54, Human glioblastoma)	CVCL_7185	Homo sapiens		EFO:0002782		cell line	CL:0000010	CVCL_7185		NULL
392	NCI-H82 (small cell lung carcinoma)	CVCL_1591	Homo sapiens	CLO:0008118	EFO:0002306		cell line	CL:0000010	CVCL_1591	BTO:0003026	NULL
393	NCI-H889 (small cell lung carcinoma)	CVCL_1598	Homo sapiens	CLO:0008125	EFO:0006697		cell line	CL:0000010	CVCL_1598	BTO:0005667	NULL
394	H929 (plasma cell myeloma)	CVCL_1600	Homo sapiens	CLO:0008127	EFO:0001221		cell line	CL:0000010	CVCL_1600	BTO:0002416	NULL
395	H9-derived neural progenitors		Homo sapiens				cell line	CL:0000010			NULL
396	WA09 (embryonic stem cells)	CVCL_9773	Homo sapiens	CLO:0037313	EFO:0003045		cell line	CL:0000010	CVCL_9773		NULL
397	H9-derived endodermal progenitors		Homo sapiens				cell line	CL:0000010			NULL
398	H9-derived mesodermal progenitors		Homo sapiens				cell line	CL:0000010			NULL
399	astrocytes of cerebellum		Homo sapiens	CL:0002603			cerebellum	UBERON:0002037	CL:0002603		NULL
400	hematopoietic progenitors		Mus musculus				stem cell	CL:0000034	CL:0000037		NULL
401	C10 (pre-B-cells)		Mus musculus				cell line	CL:0000010			NULL
402	pancreatic islets		Homo sapiens				pancreas	UBERON:0001264	BTO:0000991		NULL
2786	gamma delta T cells		Mus musculus				immune system	UBERON:0002405	CL:0000798	BTO:0005607	NULL
404	hASC (preadipocytes)		Homo sapiens				adipose tissue	UBERON:0001013	CL:0002334		NULL
405	human astrocytes from spinal cord		Homo sapiens	CL:0002606			spinal cord	UBERON:0002240	CL:0002606		NULL
406	HBG3 (embryonic stem cells)		Mus musculus				cell line	CL:0000010			NULL
407	HBL1 (diffuse large B-cell lymphoma)	CVCL_4213	Homo sapiens				cell line	CL:0000010	CVCL_4213		NULL
408	HBMEC (human brain microvascular endothelial cells)		Homo sapiens	CL:2000044			brain	UBERON:0000955	CL:2000044	BTO:0003129	NULL
409	HCC-1428 (breast adenocarcinoma)	CVCL_1252	Homo sapiens		EFO:0001171		cell line	CL:0000010	CVCL_1252		NULL
410	HCC1954 (ductal breast carcinoma)	CVCL_1259	Homo sapiens	CLO:0003647	EFO:0001175		cell line	CL:0000010	CVCL_1259	BTO:0005368	NULL
411	HCC2157 (ductal breast carcinoma)	CVCL_1261	Homo sapiens	CLO:0003650	EFO:0001177		cell line	CL:0000010	CVCL_1261		NULL
412	HCC70 (ductal breast carcinoma)	CVCL_1270	Homo sapiens	CLO:0003658	EFO:0001181		cell line	CL:0000010	CVCL_1270		NULL
413	HCC95 (squamous cell lung carcinoma)	CVCL_5137	Homo sapiens		EFO:0003138		cell line	CL:0000010	CVCL_5137		NULL
414	HCFaa (cardiac fibroblasts - adult atrial)		Homo sapiens	CL:0002548			heart	UBERON:0000948	CL:0002548		NULL
415	HCM (cardiac myocytes)		Homo sapiens	CL:0000746			heart	UBERON:0000948	CL:0000746		NULL
416	HCPEpiC (choroid plexus epithelial cells)		Homo sapiens	CL:0000706		UBERON:0003911	vascular system	UBERON:0007798	CL:0000706		NULL
417	HCT-116 (colon carcinoma)	CVCL_0291	Homo sapiens	CLO:0003665	EFO:0002824		cell line	CL:0000010	CVCL_0291	BTO:0001109	NULL
418	HCT-15 (colon carcinoma)	CVCL_0292	Homo sapiens		EFO:0002188		cell line	CL:0000010	CVCL_0292	BTO:0002201	NULL
419	head		Mus musculus			UBERON:0000033	head	UBERON:0000033	UBERON:0000033	BTO:0000282	NULL
420	esophageal epithelial cells		Homo sapiens	CL:0002252			esophagus	UBERON:0001043	CL:0002252		NULL
421	HEK293 (embryonic kidney)	CVCL_0045	Homo sapiens	CLO:0001230	EFO:0001182		cell line	CL:0000010	CVCL_0045		NULL
422	HeLa Kyoto (cervical adenocarcinoma)	CVCL_1922	Homo sapiens				cell line	CL:0000010	CVCL_1922		NULL
423	HeLa S3 (cervical adenocarcinoma)	CVCL_0058	Homo sapiens	CLO:0003699	EFO:0002791		cell line	CL:0000010	CVCL_0058	BTO:0000568	NULL
425	hematopoietic stem cells		Mus musculus	CL:0000037			stem cell	CL:0000034	CL:0000037		NULL
2785	limb bud, hearts, branchial arches		Mus musculus				other		UBERON:0004347;UBERON:0000948		NULL
428	hepatocellular carcinoma		Mus musculus		EFO:0000182		cancer	EFO:0000311	EFO:0000182		NULL
429	hepatocytes		Mus musculus				liver	UBERON:0002107	CL:0000182		NULL
430	HepG2 (hepatoblastoma)	CVCL_0027	Homo sapiens	CLO:0003704	EFO:0001187		cell line	CL:0000010	CVCL_0027	BTO:0000599	NULL
431	embryonic stem cell-derived pancreatic cells		Homo sapiens		EFO:0002966		stem cell	CL:0000034	EFO:0002966		NULL
432	primary stromal cells		Homo sapiens				other		CL:0000499		NULL
434	HFF-Myc (fetal fibroblasts)	CVCL_Y511	Homo sapiens		EFO:0005710		cell line	CL:0000010	CVCL_Y511		NULL
435	prostate tumor		Homo sapiens				prostate	UBERON:0002367	BTO:0001130		NULL
436	hind limb bud		Mus musculus			UBERON:0005418	embryonic cell	CL:0002321	UBERON:0005418		NULL
437	HL-1 (cardiac muscle cells)	CVCL_0303	Mus musculus				cell line	CL:0000010	CVCL_0303	BTO:0003264	NULL
438	HL-60 (acute myeloid leukemia)	CVCL_0002	Homo sapiens	CLO:0003775	EFO:0002793		cell line	CL:0000010	CVCL_0002	BTO:0000738	NULL
439	hMADS-3 (adipose-derived stem cells)		Homo sapiens				cell line	CL:0000010	BTO:0000443		NULL
440	HMEC (human mammary epithelial cells)		Homo sapiens	CL:0002327			breast	UBERON:0000310	CL:0000066		NULL
441	HMF (human mammary fibroblasts)		Homo sapiens				breast	UBERON:0000310	CL:0000057		NULL
442	HMLER (mammary epithelial cells)		Homo sapiens				breast	UBERON:0000310	CL:0000066		NULL
443	HPAF (pancreatic ductal adenocarcinoma)	CVCL_B284	Homo sapiens				cell line	CL:0000010	CVCL_B284		NULL
444	HPB-ALL (T acute lymphoblastic leukemia)	CVCL_1820	Homo sapiens	CLO:0003817			cell line	CL:0000010	CVCL_1820	BTO:0001952	NULL
445	HPC7 (haematopoietic multipotent progenitors)	CVCL_RB19	Mus musculus				cell line	CL:0000010	CVCL_RB19		NULL
446	HPF (pulmonary fibroblasts isolated from lung tissue)		Homo sapiens	CL:0002553			lung	UBERON:0002048	CL:0002553		NULL
447	human renal epithelial cells		Homo sapiens				kidney	UBERON:0002113	CL:0000066		NULL
448	retinal pigment epithelial cells		Homo sapiens	CL:0002586			eye	UBERON:0000970	CL:0002586	BTO:0004910	NULL
449	HS578T (invasive ductal breast carcinoma)	CVCL_0332	Homo sapiens	CLO:0004009	EFO:0001192		cell line	CL:0000010	CVCL_0332	BTO:0003885	NULL
450	skeletal muscles and myoblasts		Homo sapiens	CL:0000515			muscular tissue	UBERON:0002385	CL:0000515		NULL
451	skeletal muscle myotubes		Homo sapiens				muscular tissue	UBERON:0002385	CL:0008003		NULL
